sex,country,year,age,suicides_no,population,suicides/100k pop,HDI for year,gdp_for_year ($) ,gdp_per_capita ($)
female,Ireland,2004,15-24 years,8,315174,"2,54",,193870350137,51662
female,Ireland,2004,25-34 years,15,324860,"4,62",,193870350137,51662
female,Ireland,2004,35-54 years,31,539721,"5,74",,193870350137,51662
female,Ireland,2004,5-14 years,0,268417,0,,193870350137,51662
female,Ireland,2004,55-74 years,18,319814,"5,63",,193870350137,51662
female,Ireland,2004,75+ years,2,122315,"1,64",,193870350137,51662
female,Ireland,2005,15-24 years,18,314542,"5,72",895,211650764830,55213
female,Ireland,2005,25-34 years,21,337499,"6,22",895,211650764830,55213
female,Ireland,2005,35-54 years,27,550357,"4,91",895,211650764830,55213
female,Ireland,2005,5-14 years,1,270266,"0,37",895,211650764830,55213
female,Ireland,2005,55-74 years,17,329510,"5,16",895,211650764830,55213
female,Ireland,2005,75+ years,4,124661,"3,21",895,211650764830,55213
female,Ireland,2006,15-24 years,16,311725,"5,13",,232085535065,58941
female,Ireland,2006,25-34 years,12,355700,"3,37",,232085535065,58941
female,Ireland,2006,35-54 years,30,567465,"5,29",,232085535065,58941
female,Ireland,2006,5-14 years,2,273709,"0,73",,232085535065,58941
female,Ireland,2006,55-74 years,18,336664,"5,35",,232085535065,58941
female,Ireland,2006,75+ years,2,125700,"1,59",,232085535065,58941
female,Ireland,2007,15-24 years,15,313405,"4,79",,269917519847,67032
female,Ireland,2007,25-34 years,19,375744,"5,06",,269917519847,67032
female,Ireland,2007,35-54 years,45,579555,"7,76",,269917519847,67032
female,Ireland,2007,5-14 years,1,278844,"0,36",,269917519847,67032
female,Ireland,2007,55-74 years,13,341816,"3,8",,269917519847,67032
female,Ireland,2007,75+ years,3,126722,"2,37",,269917519847,67032
female,Ireland,2008,15-24 years,25,307663,"8,13",,275020023436,67173
female,Ireland,2008,25-34 years,18,388880,"4,63",,275020023436,67173
female,Ireland,2008,35-54 years,46,593336,"7,75",,275020023436,67173
female,Ireland,2008,5-14 years,0,285360,0,,275020023436,67173
female,Ireland,2008,55-74 years,27,352281,"7,66",,275020023436,67173
female,Ireland,2008,75+ years,4,128630,"3,11",,275020023436,67173
female,Ireland,2009,15-24 years,20,292951,"6,83",,236311336482,57390
female,Ireland,2009,25-34 years,27,394145,"6,85",,236311336482,57390
female,Ireland,2009,35-54 years,33,604133,"5,46",,236311336482,57390
female,Ireland,2009,5-14 years,1,290873,"0,34",,236311336482,57390
female,Ireland,2009,55-74 years,23,362941,"6,34",,236311336482,57390
female,Ireland,2009,75+ years,1,130243,"0,77",,236311336482,57390
female,Ireland,2010,15-24 years,11,296543,"3,71",908,221951354762,52042
female,Ireland,2010,25-34 years,19,397846,"4,78",908,221951354762,52042
female,Ireland,2010,35-54 years,38,638166,"5,95",908,221951354762,52042
female,Ireland,2010,5-14 years,3,290321,"1,03",908,221951354762,52042
female,Ireland,2010,55-74 years,25,394633,"6,33",908,221951354762,52042
female,Ireland,2010,75+ years,4,128216,"3,12",908,221951354762,52042
female,Ireland,2011,15-24 years,16,287304,"5,57",909,239018536582,56655
female,Ireland,2011,25-34 years,27,386278,"6,99",909,239018536582,56655
female,Ireland,2011,35-54 years,38,634499,"5,99",909,239018536582,56655
female,Ireland,2011,5-14 years,0,302715,0,909,239018536582,56655
female,Ireland,2011,55-74 years,15,383177,"3,91",909,239018536582,56655
female,Ireland,2011,75+ years,0,136335,0,909,239018536582,56655
female,Ireland,2012,15-24 years,16,273610,"5,85","0,91",225571853194,53443
female,Ireland,2012,25-34 years,20,378732,"5,28","0,91",225571853194,53443
female,Ireland,2012,35-54 years,42,645023,"6,51","0,91",225571853194,53443
female,Ireland,2012,5-14 years,1,307698,"0,32","0,91",225571853194,53443
female,Ireland,2012,55-74 years,15,393497,"3,81","0,91",225571853194,53443
female,Ireland,2012,75+ years,2,138663,"1,44","0,91",225571853194,53443
female,Ireland,2013,15-24 years,9,260127,"3,46",912,239389340720,56628
female,Ireland,2013,25-34 years,24,366261,"6,55",912,239389340720,56628
female,Ireland,2013,35-54 years,42,653648,"6,43",912,239389340720,56628
female,Ireland,2013,5-14 years,0,314333,0,912,239389340720,56628
female,Ireland,2013,55-74 years,18,404503,"4,45",912,239389340720,56628
female,Ireland,2013,75+ years,3,140976,"2,13",912,239389340720,56628
female,Ireland,2014,15-24 years,11,261032,"4,21",916,258099014042,59634
female,Ireland,2014,25-34 years,20,353379,"5,66",916,258099014042,59634
female,Ireland,2014,35-54 years,39,678830,"5,75",916,258099014042,59634
female,Ireland,2014,5-14 years,0,318825,0,916,258099014042,59634
female,Ireland,2014,55-74 years,15,432815,"3,47",916,258099014042,59634
female,Ireland,2014,75+ years,2,141441,"1,41",916,258099014042,59634
female,Ireland,2015,15-24 years,,,,,,
female,Ireland,2015,25-34 years,,,,,,
female,Ireland,2015,35-54 years,,,,,,
female,Ireland,2015,5-14 years,,,,,,
female,Ireland,2015,55-74 years,,,,,,
female,Ireland,2015,75+ years,,,,,,
female,Ireland,2016,15-24 years,,,,,,
female,Ireland,2016,25-34 years,,,,,,
female,Ireland,2016,35-54 years,,,,,,
female,Ireland,2016,5-14 years,,,,,,
female,Ireland,2016,55-74 years,,,,,,
female,Ireland,2016,75+ years,,,,,,
female,Israel,1985,15-24 years,7,346200,"2,02",768,27493591484,7325
female,Israel,1985,25-34 years,11,324700,"3,39",768,27493591484,7325
female,Israel,1985,35-54 years,19,412800,"4,6",768,27493591484,7325
female,Israel,1985,5-14 years,0,437800,0,768,27493591484,7325
female,Israel,1985,55-74 years,28,290900,"9,63",768,27493591484,7325
female,Israel,1985,75+ years,10,75500,"13,25",768,27493591484,7325
female,Israel,1986,15-24 years,16,354800,"4,51",,34083532195,8938
female,Israel,1986,25-34 years,12,324100,"3,7",,34083532195,8938
female,Israel,1986,35-54 years,22,426900,"5,15",,34083532195,8938
female,Israel,1986,5-14 years,0,441200,0,,34083532195,8938
female,Israel,1986,55-74 years,32,291700,"10,97",,34083532195,8938
female,Israel,1986,75+ years,14,79800,"17,54",,34083532195,8938
female,Israel,1987,15-24 years,7,364500,"1,92",,40946424370,10558
female,Israel,1987,25-34 years,13,323100,"4,02",,40946424370,10558
female,Israel,1987,35-54 years,16,441800,"3,62",,40946424370,10558
female,Israel,1987,5-14 years,0,445200,0,,40946424370,10558
female,Israel,1987,55-74 years,24,293000,"8,19",,40946424370,10558
female,Israel,1987,75+ years,18,83500,"21,56",,40946424370,10558
female,Israel,1988,15-24 years,8,374200,"2,14",,50078767903,12687
female,Israel,1988,25-34 years,8,322600,"2,48",,50078767903,12687
female,Israel,1988,35-54 years,29,456800,"6,35",,50078767903,12687
female,Israel,1988,5-14 years,0,450700,0,,50078767903,12687
female,Israel,1988,55-74 years,30,293400,"10,22",,50078767903,12687
female,Israel,1988,75+ years,14,88100,"15,89",,50078767903,12687
female,Israel,1989,15-24 years,14,384600,"3,64",,49881433991,12405
female,Israel,1989,25-34 years,17,324000,"5,25",,49881433991,12405
female,Israel,1989,35-54 years,15,472000,"3,18",,49881433991,12405
female,Israel,1989,5-14 years,1,455600,"0,22",,49881433991,12405
female,Israel,1989,55-74 years,33,293900,"11,23",,49881433991,12405
female,Israel,1989,75+ years,25,92500,"27,03",,49881433991,12405
female,Israel,1990,15-24 years,13,399100,"3,26",785,58986997917,14193
female,Israel,1990,25-34 years,14,332700,"4,21",785,58986997917,14193
female,Israel,1990,35-54 years,22,495800,"4,44",785,58986997917,14193
female,Israel,1990,5-14 years,0,463900,0,785,58986997917,14193
female,Israel,1990,55-74 years,23,303300,"7,58",785,58986997917,14193
female,Israel,1990,75+ years,12,98300,"12,21",785,58986997917,14193
female,Israel,1991,15-24 years,9,425100,"2,12",,67530220219,15267
female,Israel,1991,25-34 years,9,351700,"2,56",,67530220219,15267
female,Israel,1991,35-54 years,27,538000,"5,02",,67530220219,15267
female,Israel,1991,5-14 years,0,483600,0,,67530220219,15267
female,Israel,1991,55-74 years,32,328400,"9,74",,67530220219,15267
female,Israel,1991,75+ years,20,105900,"18,89",,67530220219,15267
female,Israel,1992,15-24 years,11,443600,"2,48",,75575902932,16469
female,Israel,1992,25-34 years,17,361000,"4,71",,75575902932,16469
female,Israel,1992,35-54 years,24,565600,"4,24",,75575902932,16469
female,Israel,1992,5-14 years,1,494200,"0,2",,75575902932,16469
female,Israel,1992,55-74 years,36,345800,"10,41",,75575902932,16469
female,Israel,1992,75+ years,14,109700,"12,76",,75575902932,16469
female,Israel,1993,15-24 years,7,457700,"1,53",,75954641355,16102
female,Israel,1993,25-34 years,13,368000,"3,53",,75954641355,16102
female,Israel,1993,35-54 years,29,586700,"4,94",,75954641355,16102
female,Israel,1993,5-14 years,1,503000,"0,2",,75954641355,16102
female,Israel,1993,55-74 years,31,358900,"8,64",,75954641355,16102
female,Israel,1993,75+ years,18,112500,16,,75954641355,16102
female,Israel,1994,15-24 years,8,469900,"1,7",,86307135997,17814
female,Israel,1994,25-34 years,16,376500,"4,25",,86307135997,17814
female,Israel,1994,35-54 years,25,608200,"4,11",,86307135997,17814
female,Israel,1994,5-14 years,2,512100,"0,39",,86307135997,17814
female,Israel,1994,55-74 years,32,370200,"8,64",,86307135997,17814
female,Israel,1994,75+ years,29,116500,"24,89",,86307135997,17814
female,Israel,1995,15-24 years,20,481200,"4,16",817,100343219507,20159
female,Israel,1995,25-34 years,4,387100,"1,03",817,100343219507,20159
female,Israel,1995,35-54 years,22,631000,"3,49",817,100343219507,20159
female,Israel,1995,5-14 years,1,521600,"0,19",817,100343219507,20159
female,Israel,1995,55-74 years,28,379500,"7,38",817,100343219507,20159
female,Israel,1995,75+ years,27,121800,"22,17",817,100343219507,20159
female,Israel,1996,15-24 years,9,490500,"1,83",,109957321960,21545
female,Israel,1996,25-34 years,9,394500,"2,28",,109957321960,21545
female,Israel,1996,35-54 years,21,659200,"3,19",,109957321960,21545
female,Israel,1996,5-14 years,0,527300,0,,109957321960,21545
female,Israel,1996,55-74 years,16,395400,"4,05",,109957321960,21545
female,Israel,1996,75+ years,20,130600,"15,31",,109957321960,21545
female,Israel,1997,15-24 years,8,500700,"1,6",,114724862034,21921
female,Israel,1997,25-34 years,13,407500,"3,19",,114724862034,21921
female,Israel,1997,35-54 years,16,682500,"2,34",,114724862034,21921
female,Israel,1997,5-14 years,0,535600,0,,114724862034,21921
female,Israel,1997,55-74 years,20,400900,"4,99",,114724862034,21921
female,Israel,1997,75+ years,21,136500,"15,38",,114724862034,21921
female,Israel,1998,15-24 years,13,511000,"2,54",,115979230547,21637
female,Israel,1998,25-34 years,10,421100,"2,37",,115979230547,21637
female,Israel,1998,35-54 years,19,705600,"2,69",,115979230547,21637
female,Israel,1998,5-14 years,1,543300,"0,18",,115979230547,21637
female,Israel,1998,55-74 years,21,403400,"5,21",,115979230547,21637
female,Israel,1998,75+ years,15,143800,"10,43",,115979230547,21637
female,Israel,1999,15-24 years,7,521300,"1,34",,117189920212,21319
female,Israel,1999,25-34 years,12,437200,"2,74",,117189920212,21319
female,Israel,1999,35-54 years,15,728952,"2,06",,117189920212,21319
female,Israel,1999,5-14 years,0,551700,0,,117189920212,21319
female,Israel,1999,55-74 years,21,406997,"5,16",,117189920212,21319
female,Israel,1999,75+ years,16,151632,"10,55",,117189920212,21319
female,Israel,2000,15-24 years,10,530270,"1,89","0,85",132339311284,23451
female,Israel,2000,25-34 years,15,455733,"3,29","0,85",132339311284,23451
female,Israel,2000,35-54 years,24,750796,"3,2","0,85",132339311284,23451
female,Israel,2000,5-14 years,0,561751,0,"0,85",132339311284,23451
female,Israel,2000,55-74 years,25,414182,"6,04","0,85",132339311284,23451
female,Israel,2000,75+ years,13,159870,"8,13","0,85",132339311284,23451
female,Israel,2001,15-24 years,9,536217,"1,68",,130706147871,22623
female,Israel,2001,25-34 years,9,474315,"1,9",,130706147871,22623
female,Israel,2001,35-54 years,24,765725,"3,13",,130706147871,22623
female,Israel,2001,5-14 years,2,571290,"0,35",,130706147871,22623
female,Israel,2001,55-74 years,14,425773,"3,29",,130706147871,22623
female,Israel,2001,75+ years,17,167410,"10,15",,130706147871,22623
female,Israel,2002,15-24 years,14,540419,"2,59",,121069378150,20536
female,Israel,2002,25-34 years,10,490754,"2,04",,121069378150,20536
female,Israel,2002,35-54 years,31,773340,"4,01",,121069378150,20536
female,Israel,2002,5-14 years,2,580138,"0,34",,121069378150,20536
female,Israel,2002,55-74 years,20,441786,"4,53",,121069378150,20536
female,Israel,2002,75+ years,14,173506,"8,07",,121069378150,20536
female,Israel,2003,15-24 years,5,544294,"0,92",,126864966909,21133
female,Israel,2003,25-34 years,8,503837,"1,59",,126864966909,21133
female,Israel,2003,35-54 years,25,779552,"3,21",,126864966909,21133
female,Israel,2003,5-14 years,0,589505,0,,126864966909,21133
female,Israel,2003,55-74 years,24,457426,"5,25",,126864966909,21133
female,Israel,2003,75+ years,10,178813,"5,59",,126864966909,21133
female,Israel,2004,15-24 years,11,548642,2,,135445033199,22168
female,Israel,2004,25-34 years,14,514416,"2,72",,135445033199,22168
female,Israel,2004,35-54 years,30,788499,"3,8",,135445033199,22168
female,Israel,2004,5-14 years,2,599789,"0,33",,135445033199,22168
female,Israel,2004,55-74 years,18,471206,"3,82",,135445033199,22168
female,Israel,2004,75+ years,16,183915,"8,7",,135445033199,22168
female,Israel,2005,15-24 years,13,553467,"2,35","0,87",142462925574,22901
female,Israel,2005,25-34 years,16,523192,"3,06","0,87",142462925574,22901
female,Israel,2005,35-54 years,42,798431,"5,26","0,87",142462925574,22901
female,Israel,2005,5-14 years,1,611245,"0,16","0,87",142462925574,22901
female,Israel,2005,55-74 years,26,486213,"5,35","0,87",142462925574,22901
female,Israel,2005,75+ years,23,188969,"12,17","0,87",142462925574,22901
female,Israel,2006,15-24 years,18,558626,"3,22",,153966916311,24306
female,Israel,2006,25-34 years,10,529943,"1,89",,153966916311,24306
female,Israel,2006,35-54 years,31,808874,"3,83",,153966916311,24306
female,Israel,2006,5-14 years,1,623474,"0,16",,153966916311,24306
female,Israel,2006,55-74 years,15,503743,"2,98",,153966916311,24306
female,Israel,2006,75+ years,13,193121,"6,73",,153966916311,24306
female,Israel,2007,15-24 years,10,564137,"1,77",,178706717753,27712
female,Israel,2007,25-34 years,10,536280,"1,86",,178706717753,27712
female,Israel,2007,35-54 years,23,819830,"2,81",,178706717753,27712
female,Israel,2007,5-14 years,0,635670,0,,178706717753,27712
female,Israel,2007,55-74 years,13,521935,"2,49",,178706717753,27712
female,Israel,2007,75+ years,7,196820,"3,56",,178706717753,27712
female,Israel,2008,15-24 years,7,569127,"1,23",,215840354627,32874
female,Israel,2008,25-34 years,11,543016,"2,03",,215840354627,32874
female,Israel,2008,35-54 years,14,831482,"1,68",,215840354627,32874
female,Israel,2008,5-14 years,2,648707,"0,31",,215840354627,32874
female,Israel,2008,55-74 years,15,539561,"2,78",,215840354627,32874
female,Israel,2008,75+ years,11,200835,"5,48",,215840354627,32874
female,Israel,2009,15-24 years,13,573738,"2,27",,207419370241,30812
female,Israel,2009,25-34 years,18,555764,"3,24",,207419370241,30812
female,Israel,2009,35-54 years,32,866442,"3,69",,207419370241,30812
female,Israel,2009,5-14 years,1,650032,"0,15",,207419370241,30812
female,Israel,2009,55-74 years,22,562448,"3,91",,207419370241,30812
female,Israel,2009,75+ years,8,208438,"3,84",,207419370241,30812
female,Israel,2010,15-24 years,10,576967,"1,73",883,233609522091,34104
female,Israel,2010,25-34 years,9,559584,"1,61",883,233609522091,34104
female,Israel,2010,35-54 years,33,882268,"3,74",883,233609522091,34104
female,Israel,2010,5-14 years,3,662543,"0,45",883,233609522091,34104
female,Israel,2010,55-74 years,22,580202,"3,79",883,233609522091,34104
female,Israel,2010,75+ years,9,213458,"4,22",883,233609522091,34104
female,Israel,2011,15-24 years,12,583108,"2,06",888,261628548084,37528
female,Israel,2011,25-34 years,16,559719,"2,86",888,261628548084,37528
female,Israel,2011,35-54 years,22,899777,"2,45",888,261628548084,37528
female,Israel,2011,5-14 years,0,675036,0,888,261628548084,37528
female,Israel,2011,55-74 years,30,598715,"5,01",888,261628548084,37528
female,Israel,2011,75+ years,7,220868,"3,17",888,261628548084,37528
female,Israel,2012,15-24 years,13,589147,"2,21","0,89",257296579579,36263
female,Israel,2012,25-34 years,17,566255,3,"0,89",257296579579,36263
female,Israel,2012,35-54 years,18,916404,"1,96","0,89",257296579579,36263
female,Israel,2012,5-14 years,0,688296,0,"0,89",257296579579,36263
female,Israel,2012,55-74 years,24,612293,"3,92","0,89",257296579579,36263
female,Israel,2012,75+ years,9,224319,"4,01","0,89",257296579579,36263
female,Israel,2013,15-24 years,5,597664,"0,84",893,292489185194,40477
female,Israel,2013,25-34 years,15,571000,"2,63",893,292489185194,40477
female,Israel,2013,35-54 years,26,932764,"2,79",893,292489185194,40477
female,Israel,2013,5-14 years,0,702017,0,893,292489185194,40477
female,Israel,2013,55-74 years,23,627505,"3,67",893,292489185194,40477
female,Israel,2013,75+ years,12,230693,"5,2",893,292489185194,40477
female,Israel,2014,15-24 years,10,607031,"1,65",894,308416982140,41869
female,Israel,2014,25-34 years,13,576407,"2,26",894,308416982140,41869
female,Israel,2014,35-54 years,29,949566,"3,05",894,308416982140,41869
female,Israel,2014,5-14 years,1,717118,"0,14",894,308416982140,41869
female,Israel,2014,55-74 years,24,645102,"3,72",894,308416982140,41869
female,Israel,2014,75+ years,11,236381,"4,65",894,308416982140,41869
female,Israel,2015,15-24 years,8,617440,"1,3",,299093839690,39793
female,Israel,2015,25-34 years,13,581972,"2,23",,299093839690,39793
female,Israel,2015,35-54 years,20,967412,"2,07",,299093839690,39793
female,Israel,2015,5-14 years,1,733603,"0,14",,299093839690,39793
female,Israel,2015,55-74 years,17,664823,"2,56",,299093839690,39793
female,Israel,2015,75+ years,14,241083,"5,81",,299093839690,39793
female,Israel,2016,15-24 years,,,,,,
female,Israel,2016,25-34 years,,,,,,
female,Israel,2016,35-54 years,,,,,,
female,Israel,2016,5-14 years,,,,,,
female,Israel,2016,55-74 years,,,,,,
female,Israel,2016,75+ years,,,,,,
female,Italy,1985,15-24 years,60,4613300,"1,3",738,450725816043,8329
female,Italy,1985,25-34 years,106,3946700,"2,69",738,450725816043,8329
female,Italy,1985,35-54 years,382,7478700,"5,11",738,450725816043,8329
female,Italy,1985,5-14 years,5,3898700,"0,13",738,450725816043,8329
female,Italy,1985,55-74 years,596,6003500,"9,93",738,450725816043,8329
female,Italy,1985,75+ years,239,1961500,"12,18",738,450725816043,8329
female,Italy,1986,15-24 years,72,4637000,"1,55",,638273986102,11762
female,Italy,1986,25-34 years,97,4009600,"2,42",,638273986102,11762
female,Italy,1986,35-54 years,397,7477000,"5,31",,638273986102,11762
female,Italy,1986,5-14 years,3,3766700,"0,08",,638273986102,11762
female,Italy,1986,55-74 years,582,6059000,"9,61",,638273986102,11762
female,Italy,1986,75+ years,247,2035300,"12,14",,638273986102,11762
female,Italy,1987,15-24 years,63,4637300,"1,36",,803055418883,14756
female,Italy,1987,25-34 years,99,4091900,"2,42",,803055418883,14756
female,Italy,1987,35-54 years,343,7483400,"4,58",,803055418883,14756
female,Italy,1987,5-14 years,4,3633300,"0,11",,803055418883,14756
female,Italy,1987,55-74 years,496,6102400,"8,13",,803055418883,14756
female,Italy,1987,75+ years,248,2115000,"11,73",,803055418883,14756
female,Italy,1988,15-24 years,65,4613100,"1,41",,888667913419,16282
female,Italy,1988,25-34 years,115,4184700,"2,75",,888667913419,16282
female,Italy,1988,35-54 years,346,7494900,"4,62",,888667913419,16282
female,Italy,1988,5-14 years,4,3505300,"0,11",,888667913419,16282
female,Italy,1988,55-74 years,512,6141600,"8,34",,888667913419,16282
female,Italy,1988,75+ years,244,2202900,"11,08",,888667913419,16282
female,Italy,1989,15-24 years,73,4561200,"1,6",,925598068021,16922
female,Italy,1989,25-34 years,138,4287600,"3,22",,925598068021,16922
female,Italy,1989,35-54 years,321,7512800,"4,27",,925598068021,16922
female,Italy,1989,5-14 years,7,3372400,"0,21",,925598068021,16922
female,Italy,1989,55-74 years,462,6186700,"7,47",,925598068021,16922
female,Italy,1989,75+ years,217,2285500,"9,49",,925598068021,16922
female,Italy,1990,15-24 years,90,4489200,2,766,1177326294441,21472
female,Italy,1990,25-34 years,132,4391200,"3,01",766,1177326294441,21472
female,Italy,1990,35-54 years,317,7539900,"4,2",766,1177326294441,21472
female,Italy,1990,5-14 years,6,3246400,"0,18",766,1177326294441,21472
female,Italy,1990,55-74 years,452,6242800,"7,24",766,1177326294441,21472
female,Italy,1990,75+ years,224,2358600,"9,5",766,1177326294441,21472
female,Italy,1991,15-24 years,70,4385100,"1,6",,1242109397534,22805
female,Italy,1991,25-34 years,142,4401300,"3,23",,1242109397534,22805
female,Italy,1991,35-54 years,336,7520300,"4,47",,1242109397534,22805
female,Italy,1991,5-14 years,2,3110000,"0,06",,1242109397534,22805
female,Italy,1991,55-74 years,466,6274000,"7,43",,1242109397534,22805
female,Italy,1991,75+ years,231,2399000,"9,63",,1242109397534,22805
female,Italy,1992,15-24 years,77,4305903,"1,79",,1315806985860,24297
female,Italy,1992,25-34 years,111,4384585,"2,53",,1315806985860,24297
female,Italy,1992,35-54 years,338,7543046,"4,48",,1315806985860,24297
female,Italy,1992,5-14 years,3,2998407,"0,1",,1315806985860,24297
female,Italy,1992,55-74 years,466,6301632,"7,39",,1315806985860,24297
female,Italy,1992,75+ years,209,2409548,"8,67",,1315806985860,24297
female,Italy,1993,15-24 years,59,4203518,"1,4",,1061445225791,19605
female,Italy,1993,25-34 years,130,4440463,"2,93",,1061445225791,19605
female,Italy,1993,35-54 years,303,7566353,4,,1061445225791,19605
female,Italy,1993,5-14 years,10,2904196,"0,34",,1061445225791,19605
female,Italy,1993,55-74 years,471,6444430,"7,31",,1061445225791,19605
female,Italy,1993,75+ years,208,2384415,"8,72",,1061445225791,19605
female,Italy,1994,15-24 years,72,4097424,"1,76",,1095590833694,20235
female,Italy,1994,25-34 years,140,4490477,"3,12",,1095590833694,20235
female,Italy,1994,35-54 years,291,7570722,"3,84",,1095590833694,20235
female,Italy,1994,5-14 years,10,2830695,"0,35",,1095590833694,20235
female,Italy,1994,55-74 years,397,6614346,6,,1095590833694,20235
female,Italy,1994,75+ years,215,2347862,"9,16",,1095590833694,20235
female,Italy,1995,15-24 years,64,3966396,"1,61",799,1170787352906,21625
female,Italy,1995,25-34 years,120,4531265,"2,65",799,1170787352906,21625
female,Italy,1995,35-54 years,310,7583976,"4,09",799,1170787352906,21625
female,Italy,1995,5-14 years,1,2778756,"0,04",799,1170787352906,21625
female,Italy,1995,55-74 years,445,6746565,"6,6",799,1170787352906,21625
female,Italy,1995,75+ years,199,2353354,"8,46",799,1170787352906,21625
female,Italy,1996,15-24 years,65,3838994,"1,69",,1308929351236,24172
female,Italy,1996,25-34 years,136,4549138,"2,99",,1308929351236,24172
female,Italy,1996,35-54 years,328,7604043,"4,31",,1308929351236,24172
female,Italy,1996,5-14 years,6,2741374,"0,22",,1308929351236,24172
female,Italy,1996,55-74 years,468,6779489,"6,9",,1308929351236,24172
female,Italy,1996,75+ years,228,2461140,"9,26",,1308929351236,24172
female,Italy,1997,15-24 years,68,3706781,"1,83",,1239050932242,22869
female,Italy,1997,25-34 years,157,4559846,"3,44",,1239050932242,22869
female,Italy,1997,35-54 years,302,7677844,"3,93",,1239050932242,22869
female,Italy,1997,5-14 years,6,2712631,"0,22",,1239050932242,22869
female,Italy,1997,55-74 years,407,6774055,"6,01",,1239050932242,22869
female,Italy,1997,75+ years,207,2568613,"8,06",,1239050932242,22869
female,Italy,1998,15-24 years,67,3582085,"1,87",,1266309245009,23342
female,Italy,1998,25-34 years,116,4556072,"2,55",,1266309245009,23342
female,Italy,1998,35-54 years,298,7764523,"3,84",,1266309245009,23342
female,Italy,1998,5-14 years,1,2707786,"0,04",,1266309245009,23342
female,Italy,1998,55-74 years,380,6760988,"5,62",,1266309245009,23342
female,Italy,1998,75+ years,194,2671515,"7,26",,1266309245009,23342
female,Italy,1999,15-24 years,57,3454363,"1,65",,1248563179203,23002
female,Italy,1999,25-34 years,123,4534428,"2,71",,1248563179203,23002
female,Italy,1999,35-54 years,280,7867989,"3,56",,1248563179203,23002
female,Italy,1999,5-14 years,5,2700025,"0,19",,1248563179203,23002
female,Italy,1999,55-74 years,366,6744737,"5,43",,1248563179203,23002
female,Italy,1999,75+ years,179,2766417,"6,47",,1248563179203,23002
female,Italy,2000,15-24 years,51,3324191,"1,53",829,1141759996315,21027
female,Italy,2000,25-34 years,124,4486391,"2,76",829,1141759996315,21027
female,Italy,2000,35-54 years,313,8005044,"3,91",829,1141759996315,21027
female,Italy,2000,5-14 years,2,2688032,"0,07",829,1141759996315,21027
female,Italy,2000,55-74 years,339,6724867,"5,04",829,1141759996315,21027
female,Italy,2000,75+ years,217,2855907,"7,6",829,1141759996315,21027
female,Italy,2001,15-24 years,42,3212330,"1,31",,1162317852349,21392
female,Italy,2001,25-34 years,99,4430014,"2,23",,1162317852349,21392
female,Italy,2001,35-54 years,300,8147857,"3,68",,1162317852349,21392
female,Italy,2001,5-14 years,3,2674091,"0,11",,1162317852349,21392
female,Italy,2001,55-74 years,358,6692631,"5,35",,1162317852349,21392
female,Italy,2001,75+ years,178,2950086,"6,03",,1162317852349,21392
female,Italy,2002,15-24 years,47,3067858,"1,53",,1266510634293,23227
female,Italy,2002,25-34 years,92,4321886,"2,13",,1266510634293,23227
female,Italy,2002,35-54 years,277,8243211,"3,36",,1266510634293,23227
female,Italy,2002,5-14 years,5,2673289,"0,19",,1266510634293,23227
female,Italy,2002,55-74 years,323,6785890,"4,76",,1266510634293,23227
female,Italy,2002,75+ years,180,3107879,"5,79",,1266510634293,23227
female,Italy,2003,15-24 years,39,3009624,"1,3",,1569649661400,28572
female,Italy,2003,25-34 years,108,4280768,"2,52",,1569649661400,28572
female,Italy,2003,35-54 years,306,8361833,"3,66",,1569649661400,28572
female,Italy,2003,5-14 years,4,2674128,"0,15",,1569649661400,28572
female,Italy,2003,55-74 years,340,6855153,"4,96",,1569649661400,28572
female,Italy,2003,75+ years,200,3206881,"6,24",,1569649661400,28572
female,Italy,2004,15-24 years,48,2949057,"1,63",,1798314750435,32704
female,Italy,2004,25-34 years,107,4225557,"2,53",,1798314750435,32704
female,Italy,2004,35-54 years,285,8455011,"3,37",,1798314750435,32704
female,Italy,2004,5-14 years,4,2655835,"0,15",,1798314750435,32704
female,Italy,2004,55-74 years,303,6894582,"4,39",,1798314750435,32704
female,Italy,2004,75+ years,193,3248044,"5,94",,1798314750435,32704
female,Italy,2005,15-24 years,41,2915662,"1,41",856,1852661982341,33536
female,Italy,2005,25-34 years,105,4143699,"2,53",856,1852661982341,33536
female,Italy,2005,35-54 years,265,8562377,"3,09",856,1852661982341,33536
female,Italy,2005,5-14 years,2,2656241,"0,08",856,1852661982341,33536
female,Italy,2005,55-74 years,336,6930686,"4,85",856,1852661982341,33536
female,Italy,2005,75+ years,190,3344358,"5,68",856,1852661982341,33536
female,Italy,2006,15-24 years,41,2959122,"1,39",,1942633797516,34578
female,Italy,2006,25-34 years,86,4103825,"2,1",,1942633797516,34578
female,Italy,2006,35-54 years,298,8755013,"3,4",,1942633797516,34578
female,Italy,2006,5-14 years,0,2692378,0,,1942633797516,34578
female,Italy,2006,55-74 years,274,6982799,"3,92",,1942633797516,34578
female,Italy,2006,75+ years,160,3483117,"4,59",,1942633797516,34578
female,Italy,2007,15-24 years,36,2960065,"1,22",,2203053380783,38935
female,Italy,2007,25-34 years,84,4028413,"2,09",,2203053380783,38935
female,Italy,2007,35-54 years,295,8909678,"3,31",,2203053380783,38935
female,Italy,2007,5-14 years,4,2697631,"0,15",,2203053380783,38935
