,sex,country,year,age,generation,suicides_no,population,suicides/100k pop,HDI for year,gdp_for_year ($) ,gdp_per_capita ($)
25258,male,Estonia,2002,55-74 years,Silent,74.0,116560.0,63.49,,7322069511.0,5561.0
25259,male,Estonia,2002,75+ years,Silent,17.0,21135.0,80.44,,7322069511.0,5561.0
25260,male,Estonia,2003,15-24 years,Millenials,31.0,103335.0,30.0,,9833870709.0,7523.0
25261,male,Estonia,2003,25-34 years,Generation X,38.0,98640.0,38.52,,9833870709.0,7523.0
25262,male,Estonia,2003,35-54 years,Boomers,116.0,183410.0,63.25,,9833870709.0,7523.0
25263,male,Estonia,2003,5-14 years,Millenials,3.0,81105.0,3.7,,9833870709.0,7523.0
25264,male,Estonia,2003,55-74 years,Silent,69.0,116230.0,59.37,,9833870709.0,7523.0
25265,male,Estonia,2003,75+ years,Silent,19.0,22380.0,84.9,,9833870709.0,7523.0
25266,male,Estonia,2004,15-24 years,Millenials,31.0,103745.0,29.88,,12059201242.0,9293.0
25267,male,Estonia,2004,25-34 years,Generation X,43.0,98265.0,43.76,,12059201242.0,9293.0
25268,male,Estonia,2004,35-54 years,Boomers,104.0,182275.0,57.06,,12059201242.0,9293.0
25269,male,Estonia,2004,5-14 years,Millenials,0.0,76105.0,0.0,,12059201242.0,9293.0
25270,male,Estonia,2004,55-74 years,Silent,73.0,116415.0,62.71,,12059201242.0,9293.0
25271,male,Estonia,2004,75+ years,Silent,13.0,23510.0,55.3,,12059201242.0,9293.0
25272,male,Estonia,2005,15-24 years,Millenials,27.0,103575.0,26.07,824.0,14006088297.0,10870.0
25273,male,Estonia,2005,25-34 years,Generation X,32.0,97650.0,32.77,824.0,14006088297.0,10870.0
25274,male,Estonia,2005,35-54 years,Boomers,97.0,181315.0,53.5,824.0,14006088297.0,10870.0
25275,male,Estonia,2005,5-14 years,Millenials,1.0,71890.0,1.39,824.0,14006088297.0,10870.0
25276,male,Estonia,2005,55-74 years,Silent,50.0,116665.0,42.86,824.0,14006088297.0,10870.0
25277,male,Estonia,2005,75+ years,Silent,13.0,24740.0,52.55,824.0,14006088297.0,10870.0
25278,male,Estonia,2006,15-24 years,Millenials,26.0,102295.0,25.42,,16963625016.0,13264.0
25279,male,Estonia,2006,25-34 years,Generation X,21.0,96850.0,21.68,,16963625016.0,13264.0
25280,male,Estonia,2006,35-54 years,Boomers,73.0,180705.0,40.4,,16963625016.0,13264.0
25281,male,Estonia,2006,5-14 years,Millenials,1.0,68740.0,1.45,,16963625016.0,13264.0
25282,male,Estonia,2006,55-74 years,Silent,56.0,116790.0,47.95,,16963625016.0,13264.0
25283,male,Estonia,2006,75+ years,Silent,14.0,25870.0,54.12,,16963625016.0,13264.0
25284,male,Estonia,2007,15-24 years,Millenials,21.0,100450.0,20.91,,22237061730.0,17504.0
25285,male,Estonia,2007,25-34 years,Generation X,39.0,96140.0,40.57,,22237061730.0,17504.0
25286,male,Estonia,2007,35-54 years,Boomers,66.0,180160.0,36.63,,22237061730.0,17504.0
25287,male,Estonia,2007,5-14 years,Generation Z,0.0,66290.0,0.0,,22237061730.0,17504.0
25288,male,Estonia,2007,55-74 years,Silent,58.0,117125.0,49.52,,22237061730.0,17504.0
25289,male,Estonia,2007,75+ years,Silent,21.0,26860.0,78.18,,22237061730.0,17504.0
25290,male,Estonia,2008,15-24 years,Millenials,29.0,98030.0,29.58,,24194039256.0,19141.0
25291,male,Estonia,2008,25-34 years,Generation X,23.0,95990.0,23.96,,24194039256.0,19141.0
25292,male,Estonia,2008,35-54 years,Boomers,71.0,179930.0,39.46,,24194039256.0,19141.0
25293,male,Estonia,2008,5-14 years,Generation Z,1.0,64680.0,1.55,,24194039256.0,19141.0
25294,male,Estonia,2008,55-74 years,Silent,47.0,117750.0,39.92,,24194039256.0,19141.0
25295,male,Estonia,2008,75+ years,Silent,18.0,27640.0,65.12,,24194039256.0,19141.0
25296,male,Estonia,2009,15-24 years,Millenials,23.0,94705.0,24.29,,19652492637.0,15609.0
25297,male,Estonia,2009,25-34 years,Generation X,30.0,96260.0,31.17,,19652492637.0,15609.0
25298,male,Estonia,2009,35-54 years,Boomers,88.0,179820.0,48.94,,19652492637.0,15609.0
25299,male,Estonia,2009,5-14 years,Generation Z,0.0,64240.0,0.0,,19652492637.0,15609.0
25300,male,Estonia,2009,55-74 years,Silent,66.0,118960.0,55.48,,19652492637.0,15609.0
25301,male,Estonia,2009,75+ years,Silent,13.0,28150.0,46.18,,19652492637.0,15609.0
25302,male,Estonia,2010,15-24 years,Millenials,20.0,91065.0,21.96,838.0,19490936349.0,15540.0
25303,male,Estonia,2010,25-34 years,Generation X,28.0,96230.0,29.1,838.0,19490936349.0,15540.0
25304,male,Estonia,2010,35-54 years,Generation X,61.0,179395.0,34.0,838.0,19490936349.0,15540.0
25305,male,Estonia,2010,5-14 years,Generation Z,0.0,64580.0,0.0,838.0,19490936349.0,15540.0
25306,male,Estonia,2010,55-74 years,Silent,54.0,120465.0,44.83,838.0,19490936349.0,15540.0
25307,male,Estonia,2010,75+ years,Silent,18.0,28755.0,62.6,838.0,19490936349.0,15540.0
25308,male,Estonia,2011,15-24 years,Millenials,19.0,87167.0,21.8,849.0,23170239901.0,18545.0
25309,male,Estonia,2011,25-34 years,Millenials,23.0,95987.0,23.96,849.0,23170239901.0,18545.0
25310,male,Estonia,2011,35-54 years,Generation X,58.0,178933.0,32.41,849.0,23170239901.0,18545.0
25311,male,Estonia,2011,5-14 years,Generation Z,0.0,65329.0,0.0,849.0,23170239901.0,18545.0
25312,male,Estonia,2011,55-74 years,Boomers,57.0,121737.0,46.82,849.0,23170239901.0,18545.0
25313,male,Estonia,2011,75+ years,Silent,21.0,29683.0,70.75,849.0,23170239901.0,18545.0
25314,male,Estonia,2012,15-24 years,Millenials,14.0,83194.0,16.83,855.0,23043864510.0,18411.0
25315,male,Estonia,2012,25-34 years,Millenials,30.0,96938.0,30.95,855.0,23043864510.0,18411.0
25316,male,Estonia,2012,35-54 years,Generation X,65.0,179456.0,36.22,855.0,23043864510.0,18411.0
25317,male,Estonia,2012,5-14 years,Generation Z,2.0,67323.0,2.97,855.0,23043864510.0,18411.0
25318,male,Estonia,2012,55-74 years,Boomers,59.0,122960.0,47.98,855.0,23043864510.0,18411.0
25319,male,Estonia,2012,75+ years,Silent,20.0,30891.0,64.74,855.0,23043864510.0,18411.0
25320,male,Estonia,2013,15-24 years,Millenials,15.0,78163.0,19.19,859.0,25137153149.0,20221.0
25321,male,Estonia,2013,25-34 years,Millenials,22.0,96869.0,22.71,859.0,25137153149.0,20221.0
25322,male,Estonia,2013,35-54 years,Generation X,52.0,178072.0,29.2,859.0,25137153149.0,20221.0
25323,male,Estonia,2013,5-14 years,Generation Z,1.0,68210.0,1.47,859.0,25137153149.0,20221.0
25324,male,Estonia,2013,55-74 years,Boomers,58.0,123698.0,46.89,859.0,25137153149.0,20221.0
25325,male,Estonia,2013,75+ years,Silent,23.0,32101.0,71.65,859.0,25137153149.0,20221.0
25326,male,Estonia,2014,15-24 years,Millenials,19.0,73521.0,25.84,861.0,26224622451.0,21117.0
25327,male,Estonia,2014,25-34 years,Millenials,39.0,97957.0,39.81,861.0,26224622451.0,21117.0
25328,male,Estonia,2014,35-54 years,Generation X,57.0,177676.0,32.08,861.0,26224622451.0,21117.0
25329,male,Estonia,2014,5-14 years,Generation Z,2.0,69999.0,2.86,861.0,26224622451.0,21117.0
25330,male,Estonia,2014,55-74 years,Boomers,50.0,124940.0,40.02,861.0,26224622451.0,21117.0
25331,male,Estonia,2014,75+ years,Silent,26.0,33259.0,78.17,861.0,26224622451.0,21117.0
25332,male,Estonia,2015,15-24 years,Millenials,21.0,70165.0,29.93,,22566956982.0,18149.0
25333,male,Estonia,2015,25-34 years,Millenials,25.0,99448.0,25.14,,22566956982.0,18149.0
25334,male,Estonia,2015,35-54 years,Generation X,48.0,177053.0,27.11,,22566956982.0,18149.0
25335,male,Estonia,2015,5-14 years,Generation Z,1.0,71561.0,1.4,,22566956982.0,18149.0
25336,male,Estonia,2015,55-74 years,Boomers,44.0,126556.0,34.77,,22566956982.0,18149.0
25337,male,Estonia,2015,75+ years,Silent,20.0,34253.0,58.39,,22566956982.0,18149.0
25338,male,Estonia,2016,15-24 years,,,,,,,
25339,male,Estonia,2016,25-34 years,,,,,,,
25340,male,Estonia,2016,35-54 years,,,,,,,
25341,male,Estonia,2016,5-14 years,,,,,,,
25342,male,Estonia,2016,55-74 years,,,,,,,
25343,male,Estonia,2016,75+ years,,,,,,,
25536,male,Finland,1985,15-24 years,,,,,,,
25537,male,Finland,1985,25-34 years,,,,,,,
25538,male,Finland,1985,35-54 years,,,,,,,
25539,male,Finland,1985,5-14 years,,,,,,,
25540,male,Finland,1985,55-74 years,,,,,,,
25541,male,Finland,1985,75+ years,,,,,,,
25542,male,Finland,1986,15-24 years,,,,,,,
25543,male,Finland,1986,25-34 years,,,,,,,
25544,male,Finland,1986,35-54 years,,,,,,,
25545,male,Finland,1986,5-14 years,,,,,,,
25546,male,Finland,1986,55-74 years,,,,,,,
25547,male,Finland,1986,75+ years,,,,,,,
25548,male,Finland,1987,15-24 years,Generation X,135.0,355900.0,37.93,,91642093873.0,19861.0
25549,male,Finland,1987,25-34 years,Boomers,222.0,397800.0,55.81,,91642093873.0,19861.0
25550,male,Finland,1987,35-54 years,Silent,422.0,687900.0,61.35,,91642093873.0,19861.0
25551,male,Finland,1987,5-14 years,Generation X,4.0,324400.0,1.23,,91642093873.0,19861.0
25552,male,Finland,1987,55-74 years,G.I. Generation,225.0,380700.0,59.1,,91642093873.0,19861.0
25553,male,Finland,1987,75+ years,G.I. Generation,57.0,80200.0,71.07,,91642093873.0,19861.0
25554,male,Finland,1988,15-24 years,Generation X,137.0,346100.0,39.58,,109103056148.0,23546.0
25555,male,Finland,1988,25-34 years,Boomers,238.0,394200.0,60.38,,109103056148.0,23546.0
25556,male,Finland,1988,35-54 years,Silent,458.0,702100.0,65.23,,109103056148.0,23546.0
25557,male,Finland,1988,5-14 years,Generation X,2.0,329100.0,0.61,,109103056148.0,23546.0
25558,male,Finland,1988,55-74 years,G.I. Generation,218.0,383500.0,56.84,,109103056148.0,23546.0
25559,male,Finland,1988,75+ years,G.I. Generation,54.0,82300.0,65.61,,109103056148.0,23546.0
25560,male,Finland,1989,15-24 years,Generation X,170.0,337400.0,50.39,,119064708328.0,25582.0
25561,male,Finland,1989,25-34 years,Boomers,203.0,392000.0,51.79,,119064708328.0,25582.0
25562,male,Finland,1989,35-54 years,Silent,439.0,715700.0,61.34,,119064708328.0,25582.0
25563,male,Finland,1989,5-14 years,Generation X,3.0,332800.0,0.9,,119064708328.0,25582.0
25564,male,Finland,1989,55-74 years,G.I. Generation,231.0,386700.0,59.74,,119064708328.0,25582.0
25565,male,Finland,1989,75+ years,G.I. Generation,72.0,84000.0,85.71,,119064708328.0,25582.0
25566,male,Finland,1990,15-24 years,Generation X,169.0,332100.0,50.89,783.0,141517648888.0,30271.0
25567,male,Finland,1990,25-34 years,Boomers,250.0,389800.0,64.14,783.0,141517648888.0,30271.0
25568,male,Finland,1990,35-54 years,Silent,483.0,728500.0,66.3,783.0,141517648888.0,30271.0
25569,male,Finland,1990,5-14 years,Generation X,4.0,333400.0,1.2,783.0,141517648888.0,30271.0
25570,male,Finland,1990,55-74 years,G.I. Generation,210.0,391100.0,53.69,783.0,141517648888.0,30271.0
25571,male,Finland,1990,75+ years,G.I. Generation,77.0,85500.0,90.06,783.0,141517648888.0,30271.0
25572,male,Finland,1991,15-24 years,Generation X,139.0,329300.0,42.21,,127866490222.0,27214.0
25573,male,Finland,1991,25-34 years,Boomers,257.0,387500.0,66.32,,127866490222.0,27214.0
25574,male,Finland,1991,35-54 years,Boomers,489.0,741700.0,65.93,,127866490222.0,27214.0
25575,male,Finland,1991,5-14 years,Millenials,3.0,332000.0,0.9,,127866490222.0,27214.0
25576,male,Finland,1991,55-74 years,Silent,235.0,396600.0,59.25,,127866490222.0,27214.0
25577,male,Finland,1991,75+ years,G.I. Generation,67.0,86300.0,77.64,,127866490222.0,27214.0
25578,male,Finland,1992,15-24 years,Generation X,115.0,326900.0,35.18,,112625431378.0,23857.0
25579,male,Finland,1992,25-34 years,Boomers,254.0,385700.0,65.85,,112625431378.0,23857.0
25580,male,Finland,1992,35-54 years,Boomers,517.0,754100.0,68.56,,112625431378.0,23857.0
25581,male,Finland,1992,5-14 years,Millenials,3.0,330000.0,0.91,,112625431378.0,23857.0
25582,male,Finland,1992,55-74 years,Silent,211.0,402500.0,52.42,,112625431378.0,23857.0
25583,male,Finland,1992,75+ years,G.I. Generation,56.0,87100.0,64.29,,112625431378.0,23857.0
25584,male,Finland,1993,15-24 years,Generation X,107.0,324200.0,33.0,,89255751015.0,18826.0
25585,male,Finland,1993,25-34 years,Boomers,215.0,384100.0,55.98,,89255751015.0,18826.0
25586,male,Finland,1993,35-54 years,Boomers,514.0,762900.0,67.37,,89255751015.0,18826.0
25587,male,Finland,1993,5-14 years,Millenials,3.0,329100.0,0.91,,89255751015.0,18826.0
25588,male,Finland,1993,55-74 years,Silent,208.0,409500.0,50.79,,89255751015.0,18826.0
25589,male,Finland,1993,75+ years,G.I. Generation,59.0,87700.0,67.27,,89255751015.0,18826.0
25590,male,Finland,1994,15-24 years,Generation X,147.0,322800.0,45.54,,103321570859.0,21699.0
25591,male,Finland,1994,25-34 years,Boomers,195.0,380600.0,51.23,,103321570859.0,21699.0
25592,male,Finland,1994,35-54 years,Boomers,484.0,769800.0,62.87,,103321570859.0,21699.0
25593,male,Finland,1994,5-14 years,Millenials,2.0,329500.0,0.61,,103321570859.0,21699.0
25594,male,Finland,1994,55-74 years,Silent,199.0,418700.0,47.53,,103321570859.0,21699.0
25595,male,Finland,1994,75+ years,G.I. Generation,53.0,88000.0,60.23,,103321570859.0,21699.0
25596,male,Finland,1995,15-24 years,Generation X,118.0,322700.0,36.57,815.0,134199346405.0,28068.0
25597,male,Finland,1995,25-34 years,Generation X,194.0,374600.0,51.79,815.0,134199346405.0,28068.0
25598,male,Finland,1995,35-54 years,Boomers,489.0,778700.0,62.8,815.0,134199346405.0,28068.0
25599,male,Finland,1995,5-14 years,Millenials,4.0,330200.0,1.21,815.0,134199346405.0,28068.0
25600,male,Finland,1995,55-74 years,Silent,226.0,424900.0,53.19,815.0,134199346405.0,28068.0
25601,male,Finland,1995,75+ years,G.I. Generation,49.0,89200.0,54.93,815.0,134199346405.0,28068.0
25602,male,Finland,1996,15-24 years,Generation X,110.0,324000.0,33.95,,132099404608.0,27508.0
25603,male,Finland,1996,25-34 years,Generation X,183.0,367300.0,49.82,,132099404608.0,27508.0
25604,male,Finland,1996,35-54 years,Boomers,439.0,784900.0,55.93,,132099404608.0,27508.0
25605,male,Finland,1996,5-14 years,Millenials,3.0,331100.0,0.91,,132099404608.0,27508.0
25606,male,Finland,1996,55-74 years,Silent,186.0,432600.0,43.0,,132099404608.0,27508.0
25607,male,Finland,1996,75+ years,G.I. Generation,44.0,91800.0,47.93,,132099404608.0,27508.0
25608,male,Finland,1997,15-24 years,Generation X,128.0,327400.0,39.1,,126833123354.0,26296.0
25609,male,Finland,1997,25-34 years,Generation X,179.0,359000.0,49.86,,126833123354.0,26296.0
25610,male,Finland,1997,35-54 years,Boomers,473.0,791600.0,59.75,,126833123354.0,26296.0
25611,male,Finland,1997,5-14 years,Millenials,1.0,331300.0,0.3,,126833123354.0,26296.0
25612,male,Finland,1997,55-74 years,Silent,204.0,439900.0,46.37,,126833123354.0,26296.0
25613,male,Finland,1997,75+ years,G.I. Generation,53.0,94200.0,56.26,,126833123354.0,26296.0
25614,male,Finland,1998,15-24 years,Generation X,98.0,332503.0,29.47,,133936359591.0,27646.0
25615,male,Finland,1998,25-34 years,Generation X,172.0,349779.0,49.17,,133936359591.0,27646.0
25616,male,Finland,1998,35-54 years,Boomers,413.0,800963.0,51.56,,133936359591.0,27646.0
25617,male,Finland,1998,5-14 years,Millenials,3.0,330609.0,0.91,,133936359591.0,27646.0
25618,male,Finland,1998,55-74 years,Silent,212.0,444259.0,47.72,,133936359591.0,27646.0
25619,male,Finland,1998,75+ years,G.I. Generation,64.0,97127.0,65.89,,133936359591.0,27646.0
25620,male,Finland,1999,15-24 years,Generation X,122.0,336495.0,36.26,,135225868315.0,27800.0
25621,male,Finland,1999,25-34 years,Generation X,167.0,341340.0,48.92,,135225868315.0,27800.0
25622,male,Finland,1999,35-54 years,Boomers,408.0,806621.0,50.58,,135225868315.0,27800.0
25623,male,Finland,1999,5-14 years,Millenials,1.0,329646.0,0.3,,135225868315.0,27800.0
25624,male,Finland,1999,55-74 years,Silent,204.0,451311.0,45.2,,135225868315.0,27800.0
25625,male,Finland,1999,75+ years,G.I. Generation,52.0,100555.0,51.71,,135225868315.0,27800.0
25626,male,Finland,2000,15-24 years,Generation X,105.0,337152.0,31.14,857.0,125539893127.0,25716.0
25627,male,Finland,2000,25-34 years,Generation X,156.0,335796.0,46.46,857.0,125539893127.0,25716.0
25628,male,Finland,2000,35-54 years,Boomers,402.0,806796.0,49.83,857.0,125539893127.0,25716.0
25629,male,Finland,2000,5-14 years,Millenials,0.0,329281.0,0.0,857.0,125539893127.0,25716.0
25630,male,Finland,2000,55-74 years,Silent,166.0,462422.0,35.9,857.0,125539893127.0,25716.0
25631,male,Finland,2000,75+ years,G.I. Generation,44.0,104437.0,42.13,857.0,125539893127.0,25716.0
25632,male,Finland,2001,15-24 years,Millenials,93.0,335676.0,27.71,,129250111857.0,26383.0
25633,male,Finland,2001,25-34 years,Generation X,156.0,332298.0,46.95,,129250111857.0,26383.0
25634,male,Finland,2001,35-54 years,Boomers,429.0,800866.0,53.57,,129250111857.0,26383.0
25635,male,Finland,2001,5-14 years,Millenials,4.0,329122.0,1.22,,129250111857.0,26383.0
25636,male,Finland,2001,55-74 years,Silent,207.0,479037.0,43.21,,129250111857.0,26383.0
25637,male,Finland,2001,75+ years,Silent,44.0,108828.0,40.43,,129250111857.0,26383.0
25638,male,Finland,2002,15-24 years,Millenials,97.0,333547.0,29.08,,139552983249.0,28390.0
25639,male,Finland,2002,25-34 years,Generation X,124.0,329350.0,37.65,,139552983249.0,28390.0
25640,male,Finland,2002,35-54 years,Boomers,339.0,792737.0,42.76,,139552983249.0,28390.0
25641,male,Finland,2002,5-14 years,Millenials,3.0,328694.0,0.91,,139552983249.0,28390.0
25642,male,Finland,2002,55-74 years,Silent,204.0,497865.0,40.97,,139552983249.0,28390.0
25643,male,Finland,2002,75+ years,Silent,57.0,113353.0,50.29,,139552983249.0,28390.0
25644,male,Finland,2003,15-24 years,Millenials,95.0,332460.0,28.57,,171071106095.0,34701.0
25645,male,Finland,2003,25-34 years,Generation X,111.0,326748.0,33.97,,171071106095.0,34701.0
25646,male,Finland,2003,35-54 years,Boomers,376.0,783442.0,47.99,,171071106095.0,34701.0
25647,male,Finland,2003,5-14 years,Millenials,5.0,326551.0,1.53,,171071106095.0,34701.0
25648,male,Finland,2003,55-74 years,Silent,176.0,516435.0,34.08,,171071106095.0,34701.0
25649,male,Finland,2003,75+ years,Silent,52.0,118318.0,43.95,,171071106095.0,34701.0
25650,male,Finland,2004,15-24 years,Millenials,110.0,332773.0,33.06,,196768065557.0,39793.0
25651,male,Finland,2004,25-34 years,Generation X,119.0,325806.0,36.52,,196768065557.0,39793.0
25652,male,Finland,2004,35-54 years,Boomers,310.0,772775.0,40.12,,196768065557.0,39793.0
25653,male,Finland,2004,5-14 years,Millenials,4.0,323186.0,1.24,,196768065557.0,39793.0
25654,male,Finland,2004,55-74 years,Silent,220.0,533983.0,41.2,,196768065557.0,39793.0
25655,male,Finland,2004,75+ years,Silent,49.0,123863.0,39.56,,196768065557.0,39793.0
25656,male,Finland,2005,15-24 years,Millenials,68.0,333948.0,20.36,869.0,204436015421.0,41202.0
25657,male,Finland,2005,25-34 years,Generation X,99.0,326851.0,30.29,869.0,204436015421.0,41202.0
25658,male,Finland,2005,35-54 years,Boomers,299.0,761907.0,39.24,869.0,204436015421.0,41202.0
25659,male,Finland,2005,5-14 years,Millenials,0.0,319407.0,0.0,869.0,204436015421.0,41202.0
25660,male,Finland,2005,55-74 years,Silent,194.0,550032.0,35.27,869.0,204436015421.0,41202.0
25661,male,Finland,2005,75+ years,Silent,64.0,129632.0,49.37,869.0,204436015421.0,41202.0
25662,male,Finland,2006,15-24 years,Millenials,108.0,335416.0,32.2,,216552502823.0,43487.0
25663,male,Finland,2006,25-34 years,Generation X,113.0,329601.0,34.28,,216552502823.0,43487.0
25664,male,Finland,2006,35-54 years,Boomers,310.0,752178.0,41.21,,216552502823.0,43487.0
25665,male,Finland,2006,5-14 years,Millenials,3.0,315017.0,0.95,,216552502823.0,43487.0
25666,male,Finland,2006,55-74 years,Silent,225.0,564074.0,39.89,,216552502823.0,43487.0
25667,male,Finland,2006,75+ years,Silent,44.0,135396.0,32.5,,216552502823.0,43487.0
25668,male,Finland,2007,15-24 years,Millenials,89.0,336401.0,26.46,,255384615385.0,51089.0
25669,male,Finland,2007,25-34 years,Generation X,101.0,334628.0,30.18,,255384615385.0,51089.0
25670,male,Finland,2007,35-54 years,Boomers,297.0,742406.0,40.01,,255384615385.0,51089.0
25671,male,Finland,2007,5-14 years,Generation Z,3.0,310283.0,0.97,,255384615385.0,51089.0
25672,male,Finland,2007,55-74 years,Silent,203.0,577963.0,35.12,,255384615385.0,51089.0
25673,male,Finland,2007,75+ years,Silent,58.0,140553.0,41.27,,255384615385.0,51089.0
25674,male,Finland,2008,15-24 years,Millenials,81.0,336624.0,24.06,,283742493042.0,56521.0
25675,male,Finland,2008,25-34 years,Generation X,116.0,342053.0,33.91,,283742493042.0,56521.0
25676,male,Finland,2008,35-54 years,Boomers,331.0,732583.0,45.18,,283742493042.0,56521.0
25677,male,Finland,2008,5-14 years,Generation Z,2.0,306062.0,0.65,,283742493042.0,56521.0
25678,male,Finland,2008,55-74 years,Silent,225.0,592016.0,38.01,,283742493042.0,56521.0
25679,male,Finland,2008,75+ years,Silent,46.0,145022.0,31.72,,283742493042.0,56521.0
25680,male,Finland,2009,15-24 years,Millenials,89.0,336510.0,26.45,,251499027508.0,49878.0
25681,male,Finland,2009,25-34 years,Generation X,121.0,348421.0,34.73,,251499027508.0,49878.0
25682,male,Finland,2009,35-54 years,Boomers,293.0,724700.0,40.43,,251499027508.0,49878.0
25683,male,Finland,2009,5-14 years,Generation Z,0.0,302997.0,0.0,,251499027508.0,49878.0
25684,male,Finland,2009,55-74 years,Silent,201.0,604904.0,33.23,,251499027508.0,49878.0
25685,male,Finland,2009,75+ years,Silent,57.0,149329.0,38.17,,251499027508.0,49878.0
25686,male,Finland,2010,15-24 years,Millenials,105.0,336807.0,31.18,878.0,247799815768.0,48939.0
25687,male,Finland,2010,25-34 years,Generation X,119.0,351262.0,33.88,878.0,247799815768.0,48939.0
25688,male,Finland,2010,35-54 years,Generation X,241.0,719196.0,33.51,878.0,247799815768.0,48939.0
25689,male,Finland,2010,5-14 years,Generation Z,1.0,300513.0,0.33,878.0,247799815768.0,48939.0
25690,male,Finland,2010,55-74 years,Silent,200.0,616801.0,32.43,878.0,247799815768.0,48939.0
25691,male,Finland,2010,75+ years,Silent,52.0,153947.0,33.78,878.0,247799815768.0,48939.0
25692,male,Finland,2011,15-24 years,Millenials,89.0,337265.0,26.39,881.0,273674236773.0,53809.0
25693,male,Finland,2011,25-34 years,Millenials,105.0,352092.0,29.82,881.0,273674236773.0,53809.0
25694,male,Finland,2011,35-54 years,Generation X,259.0,715014.0,36.22,881.0,273674236773.0,53809.0
25695,male,Finland,2011,5-14 years,Generation Z,2.0,299347.0,0.67,881.0,273674236773.0,53809.0
25696,male,Finland,2011,55-74 years,Boomers,191.0,628483.0,30.39,881.0,273674236773.0,53809.0
25697,male,Finland,2011,75+ years,Silent,64.0,158719.0,40.32,881.0,273674236773.0,53809.0
25698,male,Finland,2012,15-24 years,Millenials,85.0,337342.0,25.2,882.0,256706466091.0,50232.0
25699,male,Finland,2012,25-34 years,Millenials,91.0,352467.0,25.82,882.0,256706466091.0,50232.0
25700,male,Finland,2012,35-54 years,Generation X,235.0,711920.0,33.01,882.0,256706466091.0,50232.0
25701,male,Finland,2012,5-14 years,Generation Z,0.0,299783.0,0.0,882.0,256706466091.0,50232.0
25702,male,Finland,2012,55-74 years,Boomers,195.0,639345.0,30.5,882.0,256706466091.0,50232.0
25703,male,Finland,2012,75+ years,Silent,49.0,163645.0,29.94,882.0,256706466091.0,50232.0
25704,male,Finland,2013,15-24 years,Millenials,68.0,335688.0,20.26,882.0,269980111643.0,52572.0
25705,male,Finland,2013,25-34 years,Millenials,131.0,353828.0,37.02,882.0,269980111643.0,52572.0
25706,male,Finland,2013,35-54 years,Generation X,194.0,710389.0,27.31,882.0,269980111643.0,52572.0
25707,male,Finland,2013,5-14 years,Generation Z,1.0,301477.0,0.33,882.0,269980111643.0,52572.0
25708,male,Finland,2013,55-74 years,Boomers,216.0,647538.0,33.36,882.0,269980111643.0,52572.0
25709,male,Finland,2013,75+ years,Silent,56.0,169485.0,33.04,882.0,269980111643.0,52572.0
25710,male,Finland,2014,15-24 years,Millenials,63.0,332717.0,18.94,883.0,272609288690.0,52832.0
25711,male,Finland,2014,25-34 years,Millenials,110.0,356059.0,30.89,883.0,272609288690.0,52832.0
25712,male,Finland,2014,35-54 years,Generation X,207.0,708947.0,29.2,883.0,272609288690.0,52832.0
25713,male,Finland,2014,5-14 years,Generation Z,1.0,303796.0,0.33,883.0,272609288690.0,52832.0
25714,male,Finland,2014,55-74 years,Boomers,157.0,654576.0,23.98,883.0,272609288690.0,52832.0
25715,male,Finland,2014,75+ years,Silent,61.0,175827.0,34.69,883.0,272609288690.0,52832.0
25716,male,Finland,2015,15-24 years,Millenials,59.0,332082.0,17.77,,232464833066.0,44862.0
25717,male,Finland,2015,25-34 years,Millenials,92.0,357334.0,25.75,,232464833066.0,44862.0
25718,male,Finland,2015,35-54 years,Generation X,190.0,704220.0,26.98,,232464833066.0,44862.0
25719,male,Finland,2015,5-14 years,Generation Z,5.0,305748.0,1.64,,232464833066.0,44862.0
25720,male,Finland,2015,55-74 years,Boomers,159.0,665885.0,23.88,,232464833066.0,44862.0
25721,male,Finland,2015,75+ years,Silent,53.0,178936.0,29.62,,232464833066.0,44862.0
25722,male,Finland,2016,15-24 years,,,,,,,
25723,male,Finland,2016,25-34 years,,,,,,,
25724,male,Finland,2016,35-54 years,,,,,,,
25725,male,Finland,2016,5-14 years,,,,,,,
25726,male,Finland,2016,55-74 years,,,,,,,
25727,male,Finland,2016,75+ years,,,,,,,
25728,male,France,1985,15-24 years,Generation X,740.0,4349200.0,17.01,741.0,553138414367.0,10765.0
25729,male,France,1985,25-34 years,Boomers,1492.0,4240100.0,35.19,741.0,553138414367.0,10765.0
25730,male,France,1985,35-54 years,Silent,2752.0,6799400.0,40.47,741.0,553138414367.0,10765.0
25731,male,France,1985,5-14 years,Generation X,29.0,3837000.0,0.76,741.0,553138414367.0,10765.0
25732,male,France,1985,55-74 years,G.I. Generation,2363.0,4471600.0,52.84,741.0,553138414367.0,10765.0
25733,male,France,1985,75+ years,G.I. Generation,1522.0,1263200.0,120.49,741.0,553138414367.0,10765.0
25734,male,France,1986,15-24 years,Generation X,695.0,4343700.0,16.0,,771470783218.0,14940.0
25735,male,France,1986,25-34 years,Boomers,1448.0,4231000.0,34.22,,771470783218.0,14940.0
25736,male,France,1986,35-54 years,Silent,2847.0,6825300.0,41.71,,771470783218.0,14940.0
25737,male,France,1986,5-14 years,Generation X,35.0,4020800.0,0.87,,771470783218.0,14940.0
25738,male,France,1986,55-74 years,G.I. Generation,2382.0,4450700.0,53.52,,771470783218.0,14940.0
